,OBJECTID,Short_Name,Full_Name
7365,7366,B99152m1,ALLOCATION OF FIELD OF DEGREE FOR POPULATION 25 YEARS AND OVER: Total: POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Margin of Error)
7366,7367,B99152e2,ALLOCATION OF FIELD OF DEGREE FOR POPULATION 25 YEARS AND OVER: Allocated: POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
7367,7368,B99152m2,ALLOCATION OF FIELD OF DEGREE FOR POPULATION 25 YEARS AND OVER: Allocated: POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Margin of Error)
7368,7369,B99152e3,ALLOCATION OF FIELD OF DEGREE FOR POPULATION 25 YEARS AND OVER: Not Allocated: POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Estimate)
7369,7370,B99152m3,ALLOCATION OF FIELD OF DEGREE FOR POPULATION 25 YEARS AND OVER: Not Allocated: POPULATION 25 YEARS AND OVER WITH A BACHELOR'S DEGREE OR HIGHER ATTAINMENT -- (Margin of Error)
7370,7371,B99161e1,ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER: Total: Population 5 years and over -- (Estimate)
7371,7372,B99161m1,ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER: Total: Population 5 years and over -- (Margin of Error)
7372,7373,B99161e2,ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER: Allocated: Population 5 years and over -- (Estimate)
7373,7374,B99161m2,ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER: Allocated: Population 5 years and over -- (Margin of Error)
7374,7375,B99161e3,ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER: Not allocated: Population 5 years and over -- (Estimate)
7375,7376,B99161m3,ALLOCATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER: Not allocated: Population 5 years and over -- (Margin of Error)
7376,7377,B99162e1,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Total: Population 5 years and over -- (Estimate)
7377,7378,B99162m1,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Total: Population 5 years and over -- (Margin of Error)
7378,7379,B99162e2,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak only English: Population 5 years and over -- (Estimate)
7379,7380,B99162m2,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak only English: Population 5 years and over -- (Margin of Error)
7380,7381,B99162e3,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Population 5 years and over -- (Estimate)
7381,7382,B99162m3,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Population 5 years and over -- (Margin of Error)
7382,7383,B99162e4,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Specific languages spoken --: Allocated: Population 5 years and over -- (Estimate)
7383,7384,B99162m4,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Specific languages spoken --: Allocated: Population 5 years and over -- (Margin of Error)
7384,7385,B99162e5,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Specific languages spoken --: Allocated: Language status allocated: Population 5 years and over -- (Estimate)
7385,7386,B99162m5,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Specific languages spoken --: Allocated: Language status allocated: Population 5 years and over -- (Margin of Error)
7386,7387,B99162e6,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Specific languages spoken --: Allocated: Language status not allocated: Population 5 years and over -- (Estimate)
7387,7388,B99162m6,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Specific languages spoken --: Allocated: Language status not allocated: Population 5 years and over -- (Margin of Error)
7388,7389,B99162e7,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Specific languages spoken --: Not allocated: Population 5 years and over -- (Estimate)
7389,7390,B99162m7,ALLOCATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Specific languages spoken --: Not allocated: Population 5 years and over -- (Margin of Error)
7390,7391,B99163e1,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Total: Population 5 years and over -- (Estimate)
7391,7392,B99163m1,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Total: Population 5 years and over -- (Margin of Error)
7392,7393,B99163e2,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak only English: Population 5 years and over -- (Estimate)
7393,7394,B99163m2,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak only English: Population 5 years and over -- (Margin of Error)
7394,7395,B99163e3,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Population 5 years and over -- (Estimate)
7395,7396,B99163m3,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Population 5 years and over -- (Margin of Error)
7396,7397,B99163e4,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Ability to speak English --: Allocated: Population 5 years and over -- (Estimate)
7397,7398,B99163m4,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Ability to speak English --: Allocated: Population 5 years and over -- (Margin of Error)
7398,7399,B99163e5,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Ability to speak English --: Not allocated: Population 5 years and over -- (Estimate)
7399,7400,B99163m5,ALLOCATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak other languages: Ability to speak English --: Not allocated: Population 5 years and over -- (Margin of Error)
7400,7401,B99171e1,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: Total: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7401,7402,B99171m1,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: Total: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7402,7403,B99171e2,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: No income allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7403,7404,B99171m2,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: No income allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7404,7405,B99171e3,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: Dollar value of zero allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7405,7406,B99171m3,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: Dollar value of zero allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7406,7407,B99171e4,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: More than 0 to less than 10 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7407,7408,B99171m4,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: More than 0 to less than 10 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7408,7409,B99171e5,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 10 to less than 25 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7409,7410,B99171m5,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 10 to less than 25 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7410,7411,B99171e6,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 25 to less than 50 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7411,7412,B99171m6,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 25 to less than 50 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7412,7413,B99171e7,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 50 to less than 100 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7413,7414,B99171m7,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 50 to less than 100 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7414,7415,B99171e8,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 100 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7415,7416,B99171m8,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 100 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7416,7417,B99171e9,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: No income allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7417,7418,B99171m9,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: No income allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7418,7419,B99171e10,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: Dollar value of zero allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7419,7420,B99171m10,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: Dollar value of zero allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7420,7421,B99171e11,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: More than 0 to less than 10 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7421,7422,B99171m11,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: More than 0 to less than 10 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7422,7423,B99171e12,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 10 to less than 25 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7423,7424,B99171m12,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 10 to less than 25 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7424,7425,B99171e13,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 25 to less than 50 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7425,7426,B99171m13,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 25 to less than 50 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7426,7427,B99171e14,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 50 to less than 100 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7427,7428,B99171m14,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 50 to less than 100 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7428,7429,B99171e15,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 100 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Estimate)
7429,7430,B99171m15,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS: 100 percent of total income for individual allocated: Unrelated individuals 15 years and over for whom poverty status is determined -- (Margin of Error)
7430,7431,B99172e1,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: Total: Families -- (Estimate)
7431,7432,B99172m1,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: Total: Families -- (Margin of Error)
7432,7433,B99172e2,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: No income allocated: Families -- (Estimate)
7433,7434,B99172m2,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: No income allocated: Families -- (Margin of Error)
7434,7435,B99172e3,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: Dollar value of zero allocated: Families -- (Estimate)
7435,7436,B99172m3,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: Dollar value of zero allocated: Families -- (Margin of Error)
7436,7437,B99172e4,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: More than 0 to less than 10 percent of total income for family allocated: Families -- (Estimate)
7437,7438,B99172m4,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: More than 0 to less than 10 percent of total income for family allocated: Families -- (Margin of Error)
7438,7439,B99172e5,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 10 to less than 25 percent of total income for family allocated: Families -- (Estimate)
7439,7440,B99172m5,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 10 to less than 25 percent of total income for family allocated: Families -- (Margin of Error)
7440,7441,B99172e6,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 25 to less than 50 percent of total income for family allocated: Families -- (Estimate)
7441,7442,B99172m6,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 25 to less than 50 percent of total income for family allocated: Families -- (Margin of Error)
7442,7443,B99172e7,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 50 to less than 100 percent of total income for family allocated: Families -- (Estimate)
7443,7444,B99172m7,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 50 to less than 100 percent of total income for family allocated: Families -- (Margin of Error)
7444,7445,B99172e8,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 100 percent of total income for family allocated: Families -- (Estimate)
7445,7446,B99172m8,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 100 percent of total income for family allocated: Families -- (Margin of Error)
7446,7447,B99172e9,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: No income allocated: Families -- (Estimate)
7447,7448,B99172m9,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: No income allocated: Families -- (Margin of Error)
7448,7449,B99172e10,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: Dollar value of zero allocated: Families -- (Estimate)
7449,7450,B99172m10,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: Dollar value of zero allocated: Families -- (Margin of Error)
7450,7451,B99172e11,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: More than 0 to less than 10 percent of total income for family allocated: Families -- (Estimate)
7451,7452,B99172m11,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: More than 0 to less than 10 percent of total income for family allocated: Families -- (Margin of Error)
7452,7453,B99172e12,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 10 to less than 25 percent of total income for family allocated: Families -- (Estimate)
7453,7454,B99172m12,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 10 to less than 25 percent of total income for family allocated: Families -- (Margin of Error)
7454,7455,B99172e13,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 25 to less than 50 percent of total income for family allocated: Families -- (Estimate)
7455,7456,B99172m13,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 25 to less than 50 percent of total income for family allocated: Families -- (Margin of Error)
7456,7457,B99172e14,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 50 to less than 100 percent of total income for family allocated: Families -- (Estimate)
7457,7458,B99172m14,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 50 to less than 100 percent of total income for family allocated: Families -- (Margin of Error)
7458,7459,B99172e15,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 100 percent of total income for family allocated: Families -- (Estimate)
7459,7460,B99172m15,ALLOCATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR FAMILIES: 100 percent of total income for family allocated: Families -- (Margin of Error)
7460,7461,B99191e1,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: Total: Population 15 years and over -- (Estimate)
7461,7462,B99191m1,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: Total: Population 15 years and over -- (Margin of Error)
7462,7463,B99191e2,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: No income allocated: Population 15 years and over -- (Estimate)
7463,7464,B99191m2,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: No income allocated: Population 15 years and over -- (Margin of Error)
7464,7465,B99191e3,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: Dollar value of zero allocated: Population 15 years and over -- (Estimate)
7465,7466,B99191m3,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: Dollar value of zero allocated: Population 15 years and over -- (Margin of Error)
7466,7467,B99191e4,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: More than 0 to less than 10 percent of total income for individual allocated: Population 15 years and over -- (Estimate)
7467,7468,B99191m4,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: More than 0 to less than 10 percent of total income for individual allocated: Population 15 years and over -- (Margin of Error)
7468,7469,B99191e5,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: 10 to less than 25 percent of total income for individual allocated: Population 15 years and over -- (Estimate)
7469,7470,B99191m5,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: 10 to less than 25 percent of total income for individual allocated: Population 15 years and over -- (Margin of Error)
7470,7471,B99191e6,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: 25 to less than 50 percent of total income for individual allocated: Population 15 years and over -- (Estimate)
7471,7472,B99191m6,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: 25 to less than 50 percent of total income for individual allocated: Population 15 years and over -- (Margin of Error)
7472,7473,B99191e7,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: 50 to less than 100 percent of total income for individual allocated: Population 15 years and over -- (Estimate)
7473,7474,B99191m7,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: 50 to less than 100 percent of total income for individual allocated: Population 15 years and over -- (Margin of Error)
7474,7475,B99191e8,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: 100 percent of total income for individual allocated: Population 15 years and over -- (Estimate)
7475,7476,B99191m8,ALLOCATION OF INDIVIDUALS' INCOME IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER - PERCENT OF INCOME ALLOCATED: 100 percent of total income for individual allocated: Population 15 years and over -- (Margin of Error)
7476,7477,B99192e1,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: Total: Households -- (Estimate)
7477,7478,B99192m1,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: Total: Households -- (Margin of Error)
7478,7479,B99192e2,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: No income allocated: Households -- (Estimate)
7479,7480,B99192m2,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: No income allocated: Households -- (Margin of Error)
7480,7481,B99192e3,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: Dollar value of zero allocated: Households -- (Estimate)
7481,7482,B99192m3,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: Dollar value of zero allocated: Households -- (Margin of Error)
7482,7483,B99192e4,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: More than 0 to less than 10 percent of total income for household allocated: Households -- (Estimate)
7483,7484,B99192m4,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: More than 0 to less than 10 percent of total income for household allocated: Households -- (Margin of Error)
7484,7485,B99192e5,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: 10 to less than 25 percent of total income for household allocated: Households -- (Estimate)
7485,7486,B99192m5,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: 10 to less than 25 percent of total income for household allocated: Households -- (Margin of Error)
7486,7487,B99192e6,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: 25 to less than 50 percent of total income for household allocated: Households -- (Estimate)
7487,7488,B99192m6,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: 25 to less than 50 percent of total income for household allocated: Households -- (Margin of Error)
7488,7489,B99192e7,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: 50 to less than 100 percent of total income for household allocated: Households -- (Estimate)
7489,7490,B99192m7,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: 50 to less than 100 percent of total income for household allocated: Households -- (Margin of Error)
7490,7491,B99192e8,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: 100 percent of total income for household allocated: Households -- (Estimate)
7491,7492,B99192m8,ALLOCATION OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS - PERCENT OF INCOME ALLOCATED: 100 percent of total income for household allocated: Households -- (Margin of Error)
7492,7493,B99193e1,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: Total: Families -- (Estimate)
7493,7494,B99193m1,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: Total: Families -- (Margin of Error)
7494,7495,B99193e2,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: No income allocated: Families -- (Estimate)
7495,7496,B99193m2,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: No income allocated: Families -- (Margin of Error)
7496,7497,B99193e3,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: Dollar value of zero allocated: Families -- (Estimate)
7497,7498,B99193m3,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: Dollar value of zero allocated: Families -- (Margin of Error)
7498,7499,B99193e4,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: More than 0 to less than 10 percent of total income for family allocated: Families -- (Estimate)
7499,7500,B99193m4,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: More than 0 to less than 10 percent of total income for family allocated: Families -- (Margin of Error)
7500,7501,B99193e5,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: 10 to less than 25 percent of total income for family allocated: Families -- (Estimate)
7501,7502,B99193m5,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: 10 to less than 25 percent of total income for family allocated: Families -- (Margin of Error)
7502,7503,B99193e6,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: 25 to less than 50 percent of total income for family allocated: Families -- (Estimate)
7503,7504,B99193m6,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: 25 to less than 50 percent of total income for family allocated: Families -- (Margin of Error)
7504,7505,B99193e7,ALLOCATION OF FAMILY INCOME IN THE PAST 12 MONTHS -- PERCENT OF INCOME ALLOCATED: 50 to less than 100 percent of total income for family allocated: Families -- (Estimate)
